"icode","n","min","max","mean","sd","meanpsd","meanmsd","month","code","realm","biome"
57,690956,19,100,75.866666,14.355049,90.221715,61.511617,"10","OC_1","Oceania","Tropical & Subtropical Moist Broadleaf Forests"
58,4946417,16,95,62.880128,13.155645,76.035773,49.724483,"10","OC_2","Oceania","Tropical & Subtropical Dry Broadleaf Forests"
59,2478959,17,100,50.006616,10.083693,60.090309,39.922923,"10","OC_7","Oceania","Tropical & Subtropical Grasslands, Savannas & Shrublands"
60,340291,31,92,60.713698,10.687695,71.401393,50.026003,"10","PA_1","Palearctic","Tropical & Subtropical Moist Broadleaf Forests"
61,1103938,4,100,40.227072,27.288738,67.51581,12.938334,"10","PA_4","Palearctic","Temperate Broadleaf & Mixed Forests"
62,203063,0,96,24.508251,18.07961,42.587861,6.428641,"10","PA_5","Palearctic","Temperate Conifer Forests"
63,1400946,1,100,44.720501,19.99035,64.710851,24.730151,"10","PA_6","Palearctic","Boreal Forests/Taiga"
64,151413,10,98,57.159524,17.74545,74.904974,39.414074,"10","PA_8","Palearctic","Temperate Grasslands, Savannas & Shrublands"
65,9721,17,65,35.915955,6.298641,42.214596,29.617314,"10","PA_9","Palearctic","Flooded Grasslands & Savannas"
66,31283,61,100,95.619762,5.511425,101.131187,90.108337,"10","PA_10","Palearctic","Montane Grasslands & Shrublands"
67,35354,12,100,72.192369,14.860797,87.053166,57.331572,"10","PA_11","Palearctic","Tundra"
68,18023,24,99,68.916274,12.931232,81.847506,55.985042,"10","PA_12","Palearctic","Mediterranean Forests, Woodlands & Scrub"
69,4200,24,97,49.53619,13.960705,63.496895,35.575485,"10","PA_13","Palearctic","Deserts & Xeric Shrublands"
1,4109910,2,100,66.654171,16.258196,82.912367,50.395975,"11","AT_1","Afrotropics","Tropical & Subtropical Moist Broadleaf Forests"
2,236635,15,98,58.086834,13.928281,72.015115,44.158553,"11","AT_2","Afrotropics","Tropical & Subtropical Dry Broadleaf Forests"
3,16675906,0,99,45.753633,25.382416,71.136049,20.371217,"11","AT_7","Afrotropics","Tropical & Subtropical Grasslands, Savannas & Shrublands"
4,32718,4,93,15.567333,11.247071,26.814404,4.320262,"11","AT_8","Afrotropics","Temperate Grasslands, Savannas & Shrublands"
5,547700,7,92,48.616018,19.673935,68.289953,28.942083,"11","AT_9","Afrotropics","Flooded Grasslands & Savannas"
6,1082136,4,100,52.570726,17.967864,70.53859,34.602862,"11","AT_10","Afrotropics","Montane Grasslands & Shrublands"
7,133341,12,72,34.710989,10.792881,45.50387,23.918108,"11","AT_12","Afrotropics","Mediterranean Forests, Woodlands & Scrub"
8,3035313,1,89,27.444453,14.99482,42.439273,12.449633,"11","AT_13","Afrotropics","Deserts & Xeric Shrublands"
9,90957,11,96,56.491782,20.073662,76.565444,36.41812,"11","AT_14","Afrotropics","Mangroves"
10,182688,10,97,55.457468,18.41546,73.872928,37.042008,"11","AT_98","Afrotropics","Lake"
11,15250242,3,100,41.774269,17.86276,59.637029,23.911509,"11","AN_11","Antarctic","Tundra"
12,1358169,28,100,79.689546,10.617744,90.30729,69.071802,"11","AA_1","Australasia","Tropical & Subtropical Moist Broadleaf Forests"
13,104288,30,100,67.255034,14.158346,81.41338,53.096688,"11","AA_2","Australasia","Tropical & Subtropical Dry Broadleaf Forests"
14,1060843,26,99,59.424281,9.418734,68.843015,50.005547,"11","AA_4","Australasia","Temperate Broadleaf & Mixed Forests"
15,2670428,9,89,48.800418,11.362362,60.16278,37.438056,"11","AA_7","Australasia","Tropical & Subtropical Grasslands, Savannas & Shrublands"
16,865493,30,88,45.86069,6.848686,52.709376,39.012004,"11","AA_8","Australasia","Temperate Grasslands, Savannas & Shrublands"
17,99967,41,100,71.45527,14.577058,86.032328,56.878212,"11","AA_10","Australasia","Montane Grasslands & Shrublands"
18,1630,63,96,85.296933,7.127545,92.424478,78.169388,"11","AA_11","Australasia","Tundra"
19,1113014,10,84,39.032245,7.834678,46.866923,31.197567,"11","AA_12","Australasia","Mediterranean Forests, Woodlands & Scrub"
20,4626700,6,72,32.851154,6.081544,38.932698,26.76961,"11","AA_13","Australasia","Deserts & Xeric Shrublands"
21,31421,46,93,73.000891,7.007439,80.00833,65.993452,"11","AA_14","Australasia","Mangroves"
22,6661401,5,100,56.884515,25.24566,82.130175,31.638855,"11","IM_1","IndoMalay","Tropical & Subtropical Moist Broadleaf Forests"
23,1886721,8,97,37.689765,21.931765,59.62153,15.758,"11","IM_2","IndoMalay","Tropical & Subtropical Dry Broadleaf Forests"
24,127677,5,100,29.031086,22.477944,51.50903,6.553142,"11","IM_3","IndoMalay","Tropical & Subtropical Coniferous Forests"
25,200216,5,93,37.747113,17.462857,55.20997,20.284256,"11","IM_4","IndoMalay","Temperate Broadleaf & Mixed Forests"
26,90962,5,99,36.70713,20.345412,57.052542,16.361718,"11","IM_5","IndoMalay","Temperate Conifer Forests"
27,45388,5,77,13.103419,4.334451,17.43787,8.768968,"11","IM_7","IndoMalay","Tropical & Subtropical Grasslands, Savannas & Shrublands"
28,35520,7,82,17.253801,8.91124,26.165041,8.342561,"11","IM_9","IndoMalay","Flooded Grasslands & Savannas"
29,5088,74,100,91.077044,5.368544,96.445588,85.7085,"11","IM_10","IndoMalay","Montane Grasslands & Shrublands"
30,1396261,4,87,23.041219,17.783794,40.825013,5.257425,"11","IM_13","IndoMalay","Deserts & Xeric Shrublands"
31,142941,6,99,58.15568,26.39316,84.54884,31.76252,"11","IM_14","IndoMalay","Mangroves"
32,666166,16,94,63.509786,14.404333,77.914119,49.105453,"11","NA_2","Nearctic","Tropical & Subtropical Dry Broadleaf Forests"
33,14778591,14,100,67.58134,16.71767,84.29901,50.86367,"11","NA_3","Nearctic","Tropical & Subtropical Coniferous Forests"
34,2891794,12,100,59.24731,16.751941,75.999251,42.495369,"11","NA_4","Nearctic","Temperate Broadleaf & Mixed Forests"
35,24585235,11,100,65.482153,15.117144,80.599297,50.365009,"11","NA_5","Nearctic","Temperate Conifer Forests"
36,8286176,16,100,59.918329,16.476638,76.394967,43.441691,"11","NA_6","Nearctic","Boreal Forests/Taiga"
37,526657,4,72,38.683836,11.237843,49.921679,27.445993,"11","NA_7","Nearctic","Tropical & Subtropical Grasslands, Savannas & Shrublands"
38,4899538,2,100,39.089624,17.398585,56.488209,21.691039,"11","NA_8","Nearctic","Temperate Grasslands, Savannas & Shrublands"
39,12384055,10,100,70.769466,15.749865,86.519331,55.019601,"11","NA_11","Nearctic","Tundra"
40,3015613,15,99,51.063498,11.737143,62.800641,39.326355,"11","NA_12","Nearctic","Mediterranean Forests, Woodlands & Scrub"
41,24048397,0,100,25.916942,15.73944,41.656382,10.177502,"11","NA_13","Nearctic","Deserts & Xeric Shrublands"
42,67273,15,31,21.090973,2.388267,23.47924,18.702706,"11","NA_98","Nearctic","Lake"
43,375006,15,76,28.464539,7.524797,35.989336,20.939742,"11","NA_99","Nearctic","Rock & Ice"
44,4419312,34,91,65.263961,12.128662,77.392623,53.135299,"11","NT_1","Neotropics","Tropical & Subtropical Moist Broadleaf Forests"
45,3848773,20,100,63.496258,14.885829,78.382087,48.610429,"11","NT_2","Neotropics","Tropical & Subtropical Dry Broadleaf Forests"
46,11172313,30,100,70.23954,11.474031,81.713571,58.765509,"11","NT_3","Neotropics","Tropical & Subtropical Coniferous Forests"
47,107349,34,64,48.254525,5.182435,53.43696,43.07209,"11","NT_4","Neotropics","Temperate Broadleaf & Mixed Forests"
48,5021883,22,85,53.159892,11.561441,64.721333,41.598451,"11","NT_7","Neotropics","Tropical & Subtropical Grasslands, Savannas & Shrublands"
49,11893003,20,100,68.684577,14.556729,83.241306,54.127848,"11","NT_8","Neotropics","Temperate Grasslands, Savannas & Shrublands"
50,173991,21,68,35.306401,5.9885,41.294901,29.317901,"11","NT_9","Neotropics","Flooded Grasslands & Savannas"
51,3294261,14,91,34.766362,12.713554,47.479916,22.052808,"11","NT_10","Neotropics","Montane Grasslands & Shrublands"
52,1517251,27,100,66.460503,10.68885,77.149353,55.771653,"11","NT_12","Neotropics","Mediterranean Forests, Woodlands & Scrub"
53,75987236,0,100,13.830415,17.917077,31.747492,-4.086662,"11","NT_13","Neotropics","Deserts & Xeric Shrublands"
54,11000629,13,100,75.405458,9.992098,85.397556,65.41336,"11","NT_14","Neotropics","Mangroves"
55,1386714,10,100,57.187473,20.980424,78.167897,36.207049,"11","NT_98","Neotropics","Lake"
56,399192,12,100,53.518294,18.226832,71.745126,35.291462,"11","NT_99","Neotropics","Rock & Ice"
57,690956,9,100,71.667681,18.452756,90.120437,53.214925,"11","OC_1","Oceania","Tropical & Subtropical Moist Broadleaf Forests"
58,4946417,13,98,65.787747,15.396121,81.183868,50.391626,"11","OC_2","Oceania","Tropical & Subtropical Dry Broadleaf Forests"
59,2478959,12,100,46.51539,11.256275,57.771665,35.259115,"11","OC_7","Oceania","Tropical & Subtropical Grasslands, Savannas & Shrublands"
60,340291,23,95,60.463694,13.140003,73.603697,47.323691,"11","PA_1","Palearctic","Tropical & Subtropical Moist Broadleaf Forests"
61,1103911,1,100,41.765241,26.546028,68.311269,15.219213,"11","PA_4","Palearctic","Temperate Broadleaf & Mixed Forests"
62,202897,0,88,17.42702,14.443774,31.870794,2.983246,"11","PA_5","Palearctic","Temperate Conifer Forests"
63,1400961,0,100,51.367466,20.883201,72.250667,30.484265,"11","PA_6","Palearctic","Boreal Forests/Taiga"
64,151413,11,97,54.639833,17.799324,72.439157,36.840509,"11","PA_8","Palearctic","Temperate Grasslands, Savannas & Shrublands"
65,9721,21,72,42.658574,8.956777,51.615351,33.701797,"11","PA_9","Palearctic","Flooded Grasslands & Savannas"
66,31283,58,100,95.984305,5.736475,101.72078,90.24783,"11","PA_10","Palearctic","Montane Grasslands & Shrublands"
67,35354,10,100,76.054704,14.538422,90.593126,61.516282,"11","PA_11","Palearctic","Tundra"
68,18023,27,96,70.458248,14.468143,84.926391,55.990105,"11","PA_12","Palearctic","Mediterranean Forests, Woodlands & Scrub"
69,4200,25,95,47.747857,11.5094,59.257257,36.238457,"11","PA_13","Palearctic","Deserts & Xeric Shrublands"
1,4109843,0,100,60.587308,18.578203,79.165511,42.009105,"12","AT_1","Afrotropics","Tropical & Subtropical Moist Broadleaf Forests"
2,236635,31,97,70.893397,11.180693,82.07409,59.712704,"12","AT_2","Afrotropics","Tropical & Subtropical Dry Broadleaf Forests"
3,16675114,0,99,43.387852,28.84571,72.233562,14.542142,"12","AT_7","Afrotropics","Tropical & Subtropical Grasslands, Savannas & Shrublands"
4,32718,5,93,18.653983,11.259753,29.913736,7.39423,"12","AT_8","Afrotropics","Temperate Grasslands, Savannas & Shrublands"
5,547700,7,94,47.13419,26.358479,73.492669,20.775711,"12","AT_9","Afrotropics","Flooded Grasslands & Savannas"
6,1082121,0,100,52.144171,20.894437,73.038608,31.249734,"12","AT_10","Afrotropics","Montane Grasslands & Shrublands"
7,133341,7,76,33.869815,12.933864,46.803679,20.935951,"12","AT_12","Afrotropics","Mediterranean Forests, Woodlands & Scrub"
8,3035305,0,90,29.130982,16.148885,45.279867,12.982097,"12","AT_13","Afrotropics","Deserts & Xeric Shrublands"
9,90957,10,97,51.600207,15.481158,67.081365,36.119049,"12","AT_14","Afrotropics","Mangroves"
10,182688,5,93,53.739036,18.281592,72.020628,35.457444,"12","AT_98","Afrotropics","Lake"
11,15249812,2,100,32.768827,17.776597,50.545424,14.99223,"12","AN_11","Antarctic","Tundra"
12,1358169,35,100,82.482868,9.334646,91.817514,73.148222,"12","AA_1","Australasia","Tropical & Subtropical Moist Broadleaf Forests"
13,104288,40,100,85.994601,8.853576,94.848177,77.141025,"12","AA_2","Australasia","Tropical & Subtropical Dry Broadleaf Forests"
14,1060843,31,95,58.737062,11.907517,70.644579,46.829545,"12","AA_4","Australasia","Temperate Broadleaf & Mixed Forests"
15,2670428,19,94,61.115385,11.177991,72.293376,49.937394,"12","AA_7","Australasia","Tropical & Subtropical Grasslands, Savannas & Shrublands"
16,865493,25,88,44.195772,9.43101,53.626782,34.764762,"12","AA_8","Australasia","Temperate Grasslands, Savannas & Shrublands"
17,99967,43,100,72.844879,13.909159,86.754038,58.93572,"12","AA_10","Australasia","Montane Grasslands & Shrublands"
18,1630,64,94,83.406135,6.501128,89.907263,76.905007,"12","AA_11","Australasia","Tundra"
19,1113014,12,78,33.198543,6.999194,40.197737,26.199349,"12","AA_12","Australasia","Mediterranean Forests, Woodlands & Scrub"
20,4626700,9,71,37.402892,8.604884,46.007776,28.798008,"12","AA_13","Australasia","Deserts & Xeric Shrublands"
21,31421,49,95,76.876134,6.742211,83.618345,70.133923,"12","AA_14","Australasia","Mangroves"
22,6661401,6,100,55.149653,27.918729,83.068382,27.230924,"12","IM_1","IndoMalay","Tropical & Subtropical Moist Broadleaf Forests"
23,1886721,4,97,30.005824,21.967573,51.973397,8.038251,"12","IM_2","IndoMalay","Tropical & Subtropical Dry Broadleaf Forests"
24,127677,8,100,33.095272,19.945901,53.041173,13.149371,"12","IM_3","IndoMalay","Tropical & Subtropical Coniferous Forests"
25,200216,6,94,39.841831,15.246943,55.088774,24.594888,"12","IM_4","IndoMalay","Temperate Broadleaf & Mixed Forests"
26,90962,8,99,37.953981,16.908268,54.862249,21.045713,"12","IM_5","IndoMalay","Temperate Conifer Forests"
27,45388,7,80,19.082709,5.129103,24.211812,13.953606,"12","IM_7","IndoMalay","Tropical & Subtropical Grasslands, Savannas & Shrublands"
28,35520,5,82,17.360248,10.768916,28.129164,6.591332,"12","IM_9","IndoMalay","Flooded Grasslands & Savannas"
29,5088,78,100,92.517296,4.255513,96.772809,88.261783,"12","IM_10","IndoMalay","Montane Grasslands & Shrublands"
30,1396261,4,82,20.233496,13.440479,33.673975,6.793017,"12","IM_13","IndoMalay","Deserts & Xeric Shrublands"
31,142941,6,99,55.592097,30.00265,85.594747,25.589447,"12","IM_14","IndoMalay","Mangroves"
32,666166,15,92,64.628992,18.733781,83.362773,45.895211,"12","NA_2","Nearctic","Tropical & Subtropical Dry Broadleaf Forests"
33,14778591,17,100,66.222982,16.952449,83.175431,49.270533,"12","NA_3","Nearctic","Tropical & Subtropical Coniferous Forests"
34,2890195,7,100,56.916742,19.57583,76.492572,37.340912,"12","NA_4","Nearctic","Temperate Broadleaf & Mixed Forests"
35,23673982,6,100,63.574468,17.851108,81.425576,45.72336,"12","NA_5","Nearctic","Temperate Conifer Forests"
36,8286176,17,100,59.226855,16.584047,75.810902,42.642808,"12","NA_6","Nearctic","Boreal Forests/Taiga"
37,526657,7,74,35.005144,8.419681,43.424825,26.585463,"12","NA_7","Nearctic","Tropical & Subtropical Grasslands, Savannas & Shrublands"
38,4899538,2,100,39.792402,17.323291,57.115693,22.469111,"12","NA_8","Nearctic","Temperate Grasslands, Savannas & Shrublands"
39,6336055,0,100,66.442116,20.158143,86.600259,46.283973,"12","NA_11","Nearctic","Tundra"
40,3015613,17,100,54.051976,12.401694,66.45367,41.650282,"12","NA_12","Nearctic","Mediterranean Forests, Woodlands & Scrub"
41,24048821,1,100,31.221268,17.709303,48.930571,13.511965,"12","NA_13","Nearctic","Deserts & Xeric Shrublands"
42,67273,22,39,28.723723,2.074008,30.797731,26.649715,"12","NA_98","Nearctic","Lake"
43,375006,21,75,33.15656,5.650944,38.807504,27.505616,"12","NA_99","Nearctic","Rock & Ice"
44,4419312,44,99,70.712029,10.366146,81.078175,60.345883,"12","NT_1","Neotropics","Tropical & Subtropical Moist Broadleaf Forests"
45,3848773,22,100,64.510247,10.873956,75.384203,53.636291,"12","NT_2","Neotropics","Tropical & Subtropical Dry Broadleaf Forests"
46,11172299,24,100,65.88238,11.061895,76.944275,54.820485,"12","NT_3","Neotropics","Tropical & Subtropical Coniferous Forests"
47,107349,50,72,59.596531,3.595301,63.191832,56.00123,"12","NT_4","Neotropics","Temperate Broadleaf & Mixed Forests"
48,5021883,26,87,57.333952,9.767265,67.101217,47.566687,"12","NT_7","Neotropics","Tropical & Subtropical Grasslands, Savannas & Shrublands"
49,7526850,17,100,69.060775,13.931345,82.99212,55.12943,"12","NT_8","Neotropics","Temperate Grasslands, Savannas & Shrublands"
50,173991,30,89,45.49956,6.251555,51.751115,39.248005,"12","NT_9","Neotropics","Flooded Grasslands & Savannas"
51,3294261,18,93,42.098572,12.741781,54.840353,29.356791,"12","NT_10","Neotropics","Montane Grasslands & Shrublands"
52,1517251,20,100,69.557719,13.918515,83.476234,55.639204,"12","NT_12","Neotropics","Mediterranean Forests, Woodlands & Scrub"
53,72543621,0,100,5.998078,12.645115,18.643193,-6.647037,"12","NT_13","Neotropics","Deserts & Xeric Shrublands"
54,11000629,10,100,76.730011,9.807951,86.537962,66.92206,"12","NT_14","Neotropics","Mangroves"
55,1386714,5,100,56.271701,21.420483,77.692184,34.851218,"12","NT_98","Neotropics","Lake"
56,399192,9,99,45.604143,18.049717,63.65386,27.554426,"12","NT_99","Neotropics","Rock & Ice"
57,690956,6,100,68.13333,22.132367,90.265697,46.000963,"12","OC_1","Oceania","Tropical & Subtropical Moist Broadleaf Forests"
58,4946417,13,98,68.141521,13.738404,81.879925,54.403117,"12","OC_2","Oceania","Tropical & Subtropical Dry Broadleaf Forests"
59,2478959,12,100,43.675759,12.993481,56.66924,30.682278,"12","OC_7","Oceania","Tropical & Subtropical Grasslands, Savannas & Shrublands"
60,340291,17,94,63.355028,13.38626,76.741288,49.968768,"12","PA_1","Palearctic","Tropical & Subtropical Moist Broadleaf Forests"
61,1103913,2,100,49.373706,27.591986,76.965692,21.78172,"12","PA_4","Palearctic","Temperate Broadleaf & Mixed Forests"
62,202750,0,71,12.571354,11.915586,24.48694,0.655768,"12","PA_5","Palearctic","Temperate Conifer Forests"
63,1400909,1,100,57.399238,20.695088,78.094326,36.70415,"12","PA_6","Palearctic","Boreal Forests/Taiga"
64,151413,5,96,53.357664,17.445925,70.803589,35.911739,"12","PA_8","Palearctic","Temperate Grasslands, Savannas & Shrublands"
65,9721,29,84,57.681514,11.473991,69.155505,46.207523,"12","PA_9","Palearctic","Flooded Grasslands & Savannas"
66,31283,60,100,96.949174,5.221753,102.170927,91.727421,"12","PA_10","Palearctic","Montane Grasslands & Shrublands"
67,35354,13,98,73.796798,13.841425,87.638223,59.955373,"12","PA_11","Palearctic","Tundra"
68,18023,26,96,66.27415,15.494609,81.768759,50.779541,"12","PA_12","Palearctic","Mediterranean Forests, Woodlands & Scrub"
69,4200,21,85,40.019286,9.045273,49.064559,30.974013,"12","PA_13","Palearctic","Deserts & Xeric Shrublands"
